x,y,title,objectID
0.6949457,35.849213,Key Handle,462935
11.685819,33.434547,Key Handle,462936
14.257388,30.596878,Key Handle,462937
10.5731325,38.739082,Key Handle,462938
2.9459472,29.343304,Key Latch,462939
-0.9510777,36.072952,Key,462940
2.7114794,29.41291,Key Latch,462941
10.931092,42.978466,Key,462942
-1.6853607,35.137356,Key,462943
-0.56741196,36.47193,Key,462944
-1.5091548,34.908623,Key,462945
-10.04069,38.32312,Key Handle,462946
10.816854,42.097668,Key,462947
-1.9240618,36.42033,Key,462948
-8.081799,38.83249,Key,462949
-10.896187,36.867104,Key,462950
-0.4660678,37.27671,Key,462951
-6.93062,39.843216,Key Latch,462952
-11.180788,37.55892,Key with Bow,462953
-7.8405867,40.109016,Key,462954
-10.753581,41.024918,Key,462955
10.640149,42.098465,Key,462956
9.392776,35.29679,Key Handle,462957
-5.54832,44.83919,Key,462958
9.017537,40.19955,Key Handle,462959
-12.191104,38.507748,Key Handle,462960
9.367242,43.17439,Key Handle or Knife Handle,462961
-6.024185,37.615715,Key,462962
10.561328,42.166916,Key,462963
-11.914905,42.4772,Key,462964
-9.34731,39.917557,Key,462965
-0.9723248,41.465607,Key,462966
-5.6631055,39.285976,Key,462967
-1.2660105,35.538754,Key Handle,462968
-7.0719223,45.042618,Key,462971
-0.028034275,39.13162,Key,462972
-7.3434463,43.28888,Key,462973
-17.768656,19.304544,Chain Fragment with Suspensory Bar,462974
-9.206581,44.03916,Key,462975
-6.8642097,41.46481,Key,462976
-10.122706,38.562256,Key,462977
-11.34267,38.58066,Key,462978
-14.396942,28.609041,Key Handle,462979
-6.783203,38.849518,Key,462980
-4.548769,45.689102,Key,462981
-8.754061,44.96582,Key,462982
-15.427806,50.416527,Key,462983
-9.078107,39.57065,Key,462984
-3.7185354,40.603794,Key,462985
-6.817373,45.712837,Key,462986
-5.652042,38.455433,Key Latch,462987
-12.684869,40.53362,Key,462988
-7.8355994,45.18311,Key,462989
-42.33985,-25.52915,The Entombment,462990
-39.491108,-34.23228,The Ascension,462991
-34.046883,-34.987144,The Crucifixion,462992
-17.45766,-38.26916,Crucifix,462997
26.81115,-37.1833,Textile with Animals and Birds,462998
-9.052341,-38.50786,High-Backed Chair,462999
-13.054308,-28.254051,Coffer,463000
-49.040874,-25.561844,Saint Catherine of Alexandria,463001
-41.49513,19.28831,Pyx,463002
-11.112772,-36.75549,Chest,463014
-37.12964,30.992254,Candlestick,463021
27.84374,-33.22662,Brocade Textile,463022
25.856455,-37.954597,Brocade Textile,463023
33.044834,-36.35434,Brocade Textile,463024
-32.92318,3.2209485,Pilaster,463026
-32.92318,3.2209485,Pilaster,463027
-32.92318,3.2209485,Pilaster,463028
-32.92318,3.2209485,Pilaster,463029
-32.92318,3.2209485,Pilaster,463030
-32.92318,3.2209485,Pilaster,463031
-39.41272,-27.648796,"The Entombment of Christ with the Virgin Mary, Saint John, Nicodemus, and Joseph of Arimathea",463032
-9.565429,-41.288166,Credence,463033
-9.351769,46.424423,Top of a Fire Screen,463035
11.490993,-49.479717,"Scenes from the Story of the Seven Sacraments, Matrimony and Extreme Unction",463036
11.4906025,-49.482647,"Scenes from the Story of the Seven Sacraments, God the Father Uniting Adam and Eve, and David Being Annoited King at Hebron",463037
13.317392,-49.39684,"Seven Scenes from the Story of the Seven Sacraments, Namaan Being Cleansed in the Jordan",463038
13.31754,-49.397564,"Seven Scenes from the Story of the Seven Sacraments, Jacob Blessing Ephraim and Manasseh",463039
13.31754,-49.397564,"Seven Scenes from the Story of the Seven Sacraments, Baptism",463040
28.09943,-35.497173,Figured Silk Weave Textile,463041
-43.440666,7.342143,Bell of Saint Patrick,463044
-23.101568,45.67265,Ardagh Brooch,463045
-28.557802,35.16309,Cross of Cong,463048
-47.506004,23.706137,The Ardagh Chalice,463050
-13.639157,-7.177379,Dish,463052
-45.538258,24.215586,Chalice and Paten,463080
-9.82061,-8.712198,Paten,463081
-46.499027,23.903568,Chalice,463082
-28.786652,27.738152,Crozier Head,463083
-29.308989,26.975687,Crozier Head,463084
-51.426865,4.267456,Pharmacy Jar,463085
-51.172424,4.3960385,Pharmacy Jar,463086
-42.008038,-29.70831,"Virgin, Saint Anne & Saint Joachim",463087
-15.601551,21.763502,Escutcheon,463091
-15.628551,21.775196,Escutcheon,463092
-14.438431,-37.142357,Cistern or Fountain,463093
-22.95721,-35.73069,Book Cover,463094
15.826845,-32.842575,Book Cover,463095
-34.228138,-24.146402,Column Statue of Saint Hilary of Galeata,463096
-24.92201,-35.153477,Panel,463107
-35.523373,-28.82151,Panels,463108
-5.2841654,-20.302692,Pilgrim's Badge,463115
-5.1817756,-20.39479,Pilgrim's Badge,463116
-5.2621875,-20.44516,Pilgrim's Badge,463117
2.3342779,2.2523625,Pilgrim's Badge,463118
-22.802757,45.50677,Dalriada Brooch,463125
-10.346907,21.801237,Celtic Brooch,463127
-24.210918,16.754263,Lismore Crozier,463132
-7.4929256,-31.975536,Lough Erne Shrine,463140
-3.0664423,31.96726,Lough Erne Shrine,463141
-12.337058,-40.48596,"""Book of Dimma"" Shrine",463142
-14.543542,19.883284,Brooch from Kilmainham,463150
4.005754,57.92784,Crescent or Gorget,463151
-24.044018,38.68984,Cross of Clogher,463156
-24.231504,16.815271,Crozier of Dysert O'Dea,463157
-24.249361,16.63046,"Crozier of Saint Mura, of Fahan, County Donegal",463158
-10.80369,-29.867998,Shrine of The Gospels of Saint Molaise,463159
-11.679438,-31.53169,Shrine of Saint Patrick's Gospels,463160
-47.989033,-9.67825,Shrine of Saint Patrick's Hand,463162
-20.797487,37.96674,Shrine of Saint Lachtin's Arm,463164
-21.365982,-34.681717,"Shrine of O'Donnell, Cathach or Battler",463165
-29.110834,28.037127,Crozier of Crmac McCarthy,463166
-51.07225,-23.228842,Saint Barbara,463177
-19.586422,49.71654,Andiron,463178
-7.26249,59.169735,Wall Bracket,463179
-12.934244,-46.72415,Altar Shrine with Four Saints,463180
15.010733,-19.410933,Wall Tile,463184
14.034481,-18.805758,Wall Tile,463185
-7.1650853,-39.613804,Panel,463186
14.716878,-50.62018,Courtiers in a Rose Garden: Two Ladies and Two Gentlemen,463187
14.710911,-51.046604,Courtiers in a Rose Garden: A Lady and Two Gentlemen,463188
10.382647,-46.82478,Courtiers in a Rose Garden: Four Gentlemen and Four Ladies,463189
-44.963524,-20.740767,Mourning Virgin,463190
10.1432295,0.6214396,Decorative Roundel,463193
-29.465664,-16.046118,Decorative Roundel,463194
10.287524,0.54984796,Decorative Roundel,463195
-38.524727,18.782095,Censer,463197
-39.006393,20.355486,Censer,463198
-35.05857,46.90324,Censer with Animal and Scroll Motifs,463199
-35.600105,46.370632,Censer with Pierced Geometric Motifs,463200
-29.959236,-20.061018,Fragment of an Animal Relief,463202
-27.450903,-15.061128,Decorative Roundel,463203
-11.141988,-45.515224,Arch,463204
-28.580502,-29.261545,Pilasters,463205
9.588834,-59.31831,Episodes in the Story of the Vengeance of Our Lord,463207
-53.78621,8.271669,Jug,463208
-57.942337,21.827724,Salver,463209
-43.342274,23.098442,Cup and Cover,463210
-12.284191,-45.685024,Pax,463211
-34.10126,27.619581,Monstrance,463212
-12.771868,-27.607733,Coffret,463213
-10.365674,-38.9564,Cabinet or Double Hutch,463214
-42.45361,24.57441,Cup and Cover,463215
-52.16531,24.319584,Cup,463216
-39.54547,23.725796,Beaker and Cover,463217
-21.23867,42.33405,Brooch,463218
-21.192919,42.31356,Brooch,463219
-41.268005,21.211483,Cup and Cover,463220
-6.0751777,-9.490318,Cup or Bratina,463221
-5.97407,-9.570605,Cup or Bratina,463222
34.55983,-36.522903,"Textile, Brocade",463227
33.13229,-36.936825,Textile with Lions and Peacocks,463228
34.987785,-34.38897,Textile with Lions and Peacocks,463229
33.52404,-31.815989,Textile with Brocade,463230
30.00908,-38.239456,Textile with Brocade,463231
27.808428,-37.603992,Textile with Brocade,463232
33.731453,-35.294357,"Textile with Eagle, Rayed Sun, and Flowers",463233
35.276836,-33.493954,Textile,463234
33.829872,-39.247036,Textile with Birds,463235
33.89088,-39.308792,Textile with Birds,463236
27.135527,-35.07066,Textile with Crescents,463238
23.367182,-34.534107,Printed Textile,463239
23.90729,-33.893063,Textile,463240
28.522463,-37.55678,Printed Textile,463241
23.514904,-34.003376,Fragment of Printed Linen,463242
33.97089,-35.635033,Textile with Trellis Pattern,463247
51.153275,-7.6916847,Textile withTrellis Pattern,463248
34.807236,-39.277668,Textile with Stars and Swastika,463249
35.307476,-30.0802,Textile with Interlacing Bands forming Swastika Figures,463250
28.566843,-33.43849,Textile with Geometrical Designs,463252
29.173498,-36.818764,Brocade Textile,463253
33.64181,-35.971367,Textile,463254
30.965288,-40.112247,Textile with Flower Motif,463255
25.389938,-39.205437,Textile with Figured Silk Weave,463256
35.085117,-28.339144,Textile with Old Rose in Diaper Pattern,463257
34.732834,-36.32706,Textile,463258
29.617887,-44.637043,Textile Fragment,463276
38.523136,-36.34755,Textile Fragment,463277
11.775715,51.424976,Textile Fragment,463278
38.52506,-36.31402,Textile Fragment,463279
27.832827,-31.154242,Textile,463281
30.818422,-31.909723,Band,463282
31.00067,-31.200527,Brocade Band,463283
20.661903,-38.034218,Orphrey Band,463284
29.94627,-35.42403,Brocatelle Textile,463285
36.180656,-31.544268,Textile with Silk and Linen Weave,463286
28.147757,-30.53364,Textile Band,463287
30.780874,-32.111317,Brocade Textile,463288
28.749914,-35.442432,Brocade Textile,463290
28.633554,-31.505247,Textile,463291
28.795778,-31.267721,Fragment of Textile Band,463292
28.527008,-31.016556,Band,463293
30.043768,-30.049006,Textile,463294
29.984238,-30.071312,Textile,463295
28.232487,-31.382793,Textile,463296
32.338093,-36.07937,Textile,463297
27.10512,-35.918983,Textile with Architectural Fountain Guarded by Lions,463298
36.076515,-33.513016,Textile with Foliated Ornament and Eagle's Head,463299
35.292152,-33.60874,Textile with Foliated Ornament and Eagle's Head,463300
35.759586,-29.20983,Textile with Figures,463301
35.84321,-29.177338,Textile with Figures,463302
35.87919,-29.032585,Textile with Figures,463303
35.743633,-32.52433,Textile with Foliated Design,463304
33.316574,-34.452465,Textile with Eagle Attacking Dog,463305
35.60474,-31.587734,Textile with Confronted Parrots and Conventional Foliage,463306
29.394964,-32.189045,Textile with Flower Motive,463307
31.788298,-29.763765,Textile with Griffin,463308
32.320786,-31.85821,Textile with Lions and Peacocks,463309
25.852068,-34.16658,"Textile with Lions, Gazelles and Foliage",463310
32.907967,-35.696278,Textile,463311
32.79545,-34.504593,Textile with Floral Ornaments,463312
30.122366,-38.447563,Textile with Brocade,463313
-33.382294,-34.89545,The Visitation,463314
-12.006119,-44.025883,Ciborium,463315
-8.262425,45.539978,Key,463316
-13.510419,44.55569,Key,463317
-12.007059,43.43805,Key,463318
-14.87035,45.9609,Key,463319
-8.48736,43.192173,Key,463320
-14.636502,51.273335,Key,463321
-12.25662,44.080822,Key,463322
-15.0420685,46.693855,Key,463323
-16.022366,45.86583,Key,463324
-14.551605,46.529636,Key,463325
-14.489368,46.57456,Key,463326
-19.78131,44.75906,Key,463327
-15.816919,45.832355,Key,463328
-14.500667,46.56959,Key,463329
-14.748022,45.966846,Key,463330
-14.934322,46.536476,Key,463331
-15.240895,46.747032,Key,463332
-11.132277,45.11067,Spiral Key,463333
-8.303195,43.36264,Key,463334
-8.651616,43.374813,Key,463335
-11.340114,44.522648,Key,463336
-10.116586,44.657482,Key,463337
-10.81708,43.319992,Key,463338
-11.878451,42.167183,Key,463339
-10.004673,44.776257,Key,463340
-11.856472,42.19628,Key,463341
-9.237976,43.105038,Key,463342
-9.821386,44.988476,Key,463343
-12.02401,42.74402,Key,463344
-7.6356134,42.76345,Key,463345
-20.400526,52.019928,Key,463346
-7.9795685,44.086544,Key,463347
-15.572228,50.554005,Key,463348
-6.9855056,41.93046,Key,463349
-8.952097,44.601566,Key,463350
-8.13291,45.508896,Key,463351
-9.2136755,39.75717,Key,463352
-11.263905,37.60295,Key,463353
-34.618107,37.146053,Key,463354
-7.179413,39.874805,Key,463355
-8.106801,38.824783,Key,463356
2.4072778,41.16504,Key,463357
2.521203,51.95225,Key,463358
0.005954147,56.56593,Key,463359
-3.097952,39.490337,Key,463360
-4.2921824,32.26666,Part of a Padlock,463361
-3.1896508,40.539703,Padlock,463363
-1.8982137,39.23107,Padlock,463365
-4.2801037,32.382214,"Lock, Double-Face Mortise",463367
-13.308908,44.610905,Key,463368
-14.715363,50.85538,Key,463369
-15.625054,50.607388,Key,463370
-10.143526,44.09796,Key,463371
-11.874121,44.843033,Key,463372
-10.114046,43.584545,Key,463373
-14.043037,44.211143,Key,463374
-10.419593,43.60441,Key,463375
-12.564557,45.443256,Key,463376
-13.92029,-38.906223,Cupboard,463378
-9.977144,-39.59802,Cupboard,463382
-34.563602,11.151654,Aquamanile in the Form of a Horse,463384
0.7897756,-6.5808053,Gold Solidus of Valentinian I (364–75),463387
-0.29536965,-5.413548,Solidus,463388
2.8317785,-2.9154344,Tremissis,463389
2.7820075,-4.188931,Solidus of Justinian II (685-95),463390
-9.799711,20.505455,Clasp with Intaglio Medallion of the Virgin and Child,463392
-53.482754,5.786628,Bead,463393
-7.814227,-19.613169,Plaque with Christ in Majesty,463394
-32.809467,15.758434,"Fabulous Winged Creature with Human Face, probably from the foot of a candlestick",463395
-23.346603,35.2406,Crucifix,463396
-31.860928,-46.00721,Diptych with the Death and Coronation of the Virgin,463397
8.214436,-17.108103,Plaquette,463400
8.257431,-17.002518,Plaquette,463401
-18.731615,-3.2221515,Bowl,463404
-18.149506,-3.1345758,Bowl,463405
-48.94321,21.376637,Footed cup with palmettes,463406
1.8388115,-12.127878,Two-Handled Bowl with Fish,463409
-12.157724,-44.089787,Censer,463410
-31.38863,15.725841,Censer,463411
-39.31324,25.052412,Beaker and Cover,463412
4.012824,-14.653932,Plate,463413
-44.201862,-27.598646,Pilaster of Angels Sounding Trumpets from the Parapet of a Pulpit,463414
-44.07944,-27.67881,Pilaster of Angels Sounding Trumpets from the Parapet of a Pulpit,463415
-33.698338,11.763564,Aquamanile in the Form of a Crowned Centaur Fighting a Dragon,463419
-47.923275,-17.212696,Relief of Saint Thomas under an ogee arch,463491
-20.580538,-40.67789,"Relief Altarpiece with Saints Peter, Paul, and John the Baptist",463492
-32.6114,-43.222675,Diptych Leaf,463493
-46.08992,23.686829,Cup,463502
-45.83491,23.672134,Cup,463503
-43.202953,23.303507,Cup and Cover,463504
-16.401615,49.630676,Miter Band,463506
-46.99618,24.051441,Mazer Bowl and Foot,463507
-57.61831,21.544859,Mazer Bowl,463508
-40.80353,-24.72505,Madonna and Child,463509
-1.1920954,-12.75756,"Medal, Louis XII & Anne Of Brittany",463511
-43.945866,-6.376094,Saint Mark,463512
-21.41722,43.90995,Steel Knife with Ivory Handle,463513
-24.129505,22.264608,Pendant with the Crucifixion and Attendant Figures,463514
-19.841204,-43.49353,Orphreys and Cope Hood,463516
-20.053947,-43.490772,Orphreys from a Cope,463517
-0.9449156,-13.527035,Mould for a Stamp,463527
-53.060654,7.6367297,Jug with Eagle,463529
-53.245556,7.3779597,Pitcher,463530
-51.815105,8.341107,Pitcher,463531
-51.977497,8.739262,Pitcher,463532
-52.442158,11.368434,Jug with Flattened Spout,463533
-22.094584,-31.5325,Ivory Crozier Head with Christ in Majesty and Throne of Wisdom,463536
-30.958948,-46.704308,Diptych,463537
-9.170321,-44.588943,Door Knocker Plate,463538
12.997476,-42.451305,"Manuscript Illumination with the Assumption of the Virgin in an Initial A, from an Antiphonary",463542
13.712791,-42.871117,"Manuscript Illumination with All Saints in an Initial V, from an Antiphonary",463543
13.419089,-42.71292,"Manuscript Illumination with the Assumption of the Virgin in an Initial G, from a Gradual",463544
13.627209,-42.89606,"Manuscript Illumination with the Presentation in the Temple in an Initial S, from a Gradual",463545
-52.698803,11.832927,Pitcher,463546
0.48086706,-12.622089,Bowl Base with Christ Giving Martyrs’ Crowns to Saints Peter and Paul,463547
-1.941863,-15.274653,Mirror Cover with the Attack on the Castle of Love,463550
-4.0611916,-11.452951,Plate,463553
-52.91672,7.8987226,Jug with Figure in Profile,463554
-43.13307,-23.84562,Baptism of Christ,463555
-53.56129,7.1593947,Jug,463559
-10.711208,-8.988237,Basin,463560
-12.195341,-29.31578,Box,463561
5.2140164,-50.53046,Panel,463564
16.293474,-11.0427265,Heraldic Shield,463565
-43.02897,-35.404133,Adoration of the Magi,463570
-44.672413,12.6231785,Ewer,463571
24.359455,-31.178709,Textile with Brocade,463572
25.869335,-35.102375,"Textile Fragment with brocade with Bird, Dragon, and Palmette Motifs",463573
-54.0753,-20.023695,Saint John the Evangelist,463576
-54.838615,-19.914001,Mourning Virgin,463577
-51.08664,-21.436974,Saint John,463579
-4.0682187,-48.746788,Composite Window of English Stained Glass,463580
2.1263537,-54.79666,"Stained Glass Panel with Saint Roch, the van Merle Family Arms and a Donor",463582
-14.9053955,-1.6276159,"Shrine, Saint Manchan",463585
-14.480472,19.892504,Brooch,463586
-8.218922,-20.8932,"Book or Shrine, Cumdach of the Stowe Missal",463587
-44.23761,9.517311,Bell of Clogher,463588
-44.64092,24.590103,Chalice,463591
-11.964536,-35.74974,Dunvegan Cup,463592
-50.76054,22.485092,Situla,463593
-32.63276,28.066471,Processional Cross,463594
-18.762384,-3.1849368,Footed Cup with Falconer,463595
-18.19567,-3.3027294,Bowl,463596
-18.395948,-3.221554,Bowl,463597
-48.032192,22.819698,Bowl,463598
26.141712,-35.192707,Textile with Brocade,463599
23.924881,-36.645634,Textile with Brocade,463600
9.668885,-47.92352,"Manuscript Illumination with Scenes of Easter in an Initial A, from an Antiphonary",463602
7.837187,-42.342766,"Manuscript Illumination with the Virgin and Child in an Initial S, from an Antiphonary",463603
13.086396,-41.406338,"Manuscript Illumination with David in Prayer in an Initial M, from a Psalter",463604
12.600831,-41.85558,"Manuscript Illumination with Singing Monks in an Initial D, from a Psalter",463605
-0.8388061,-26.194618,Plaque with the Head of Saint John the Baptist on a Charger,463607
32.65641,-30.579006,Orphrey,463610
9.924025,-28.478045,Initial P with the Martyrdom of Saint Peter Martyr,32830
11.3749275,-41.48111,Initial S with Saint Peter Liberated from Prison,32831
10.918241,-42.96159,Initial A with the Battle of the Maccabees,32832
13.914023,-39.195656,Manuscript Leaf Showing an Illuminated Initial A and The Resurrection,32833
47.717342,-46.508728,Manuscript Cutting from the Grande Chroniques de France,32834
19.20045,-43.60746,"Manuscript Cutting Showing a Scene from Hebrew Scripture, Perhaps the Life of King David (?)",32835
19.187263,-42.364864,David and Goliath,32836
13.042273,-46.953663,Manuscript Leaf from a Book of Hours Showing an Illuminated Initial D and Christ Bearing the Cross,32837
8.931873,-46.62809,Manuscript Leaf Cutting showing an Illuminated Initial R with St. Protasius and St. Gervasius,32838
7.5229363,-41.516308,Manuscript Leaf Cutting from a Choir Book with an Illuminated Initial B and the Archangel Michael,32839
8.6453085,-47.40411,Manuscript Leaf Cutting Probably from a Missal with an Illuminated Initial S and King David Receiving the Holy Bread from Ahimelech the Priest.,32840
11.578384,-40.49089,Manuscript Leaf Showing an Illuminated Initial R with The Resurrection,32947
-57.062416,-17.18268,Enthroned Virgin and Child,463706
-50.442047,5.4658375,Pharmacy Jar,463707
-51.051373,6.657649,Pharmacy Jar with the Arms of the Hospital of Santa Maria della Scala,463708
-52.551,8.8778925,Jug,463709
-51.8792,9.153057,Jug,463710
2.9017837,-14.589469,Dish,463711
52.921803,10.072746,Fragment of a Glass Bowl,463712
11.861081,-14.194232,Bowl Base with Miracle Scenes,463713
12.324045,-14.6767435,Bowl Base with Saints Peter and Paul Flanking a Column with the Christogram of Christ,463714
61.93365,-7.1484013,Fragment,463715
-38.41531,-30.392569,Pietà with Donors,463716
-32.980877,-36.067944,Entombment of Christ,463717
-33.02508,-36.231316,Wooden Frame from an Entombment Group,463718
-10.150991,-39.185688,Cupboard,463720
-34.058014,-8.246678,Double Column,463721
-21.124739,-39.649876,The Annunciation,463727
-10.933958,-34.73602,Chest,463728
-34.339005,-8.1900215,Double Column,463732
-48.139526,-19.850239,St. Margaret,463741
-47.828583,-13.748045,Saint Anne with the Virgin and Child,463742
-6.1782618,-44.306255,Frieze,463744
-13.7900715,-35.853367,Choir Stall,463746
-8.706867,-35.715477,Choir Stalls,463747
-34.080692,-18.950909,Capital,463749
-29.792341,-20.069342,Capital,463750
-44.4119,-27.017996,Saint James the Lesser,463751
-55.437443,-28.108294,Apostle,463752
-52.57161,-29.015402,St. Michael,463753
-34.312588,-37.538105,Nativity,463755
-57.54003,-25.175114,Ecclesiastical Figure,463756
-13.819483,-35.860184,Choir Stall,463757
-55.03863,-22.11497,Saint Mary Magdalene,463758
-55.93773,-20.253326,Virgin and Child,463759
-9.743419,41.675007,Crown,463760
-45.498905,-25.56134,Virgin and Child,463762
-45.335674,-23.522041,Virgin and Child,463765
-32.747353,-37.6387,Six Apostles from Retable,463768
-53.543648,-27.884731,Virgin and Child,463770
-35.916733,-16.984968,Saint Mary Magdalene,463771
-53.853264,-27.850088,Virgin and Child,463772
-35.98368,-16.758213,Mourner,463773
-31.930374,-22.503845,Architectural Fragment,463776
-22.029783,-21.869148,Architectural Fragment,463777
-41.250248,-17.836193,Crucifix,463778
-9.258141,-42.323048,Screen,463784
-40.25474,-21.199244,Enthroned Virgin and Child,463785
-48.0352,-18.199202,Mourning Virgin from a Crucifixion Group,463786
-51.567905,-8.760359,Saint George Slaying the Dragon,463787
-44.85422,-19.848547,Saint Roch,463788
-48.924946,-17.460447,Monastic Saint,463789
-52.307556,-21.119936,St. Peter,463791
-52.389313,-21.08697,St. Paul,463792
-48.085896,-15.722139,Standing Saint or Apostle,463793
-43.19253,-18.0797,Saint Nicholas with the Three Boys in the Pickling Tub,463794
-43.10603,-18.080446,Virgin and Child in Majesty,463795
-47.996353,-18.909296,Angel with handkerchief of Saint Veronica,463796
-48.472477,-19.330376,Angel with Emblem of The Passion,463797
-46.855434,-15.04725,Saint Bridget of Sweden,463798
-48.748577,-17.545626,Mater Dolorosa,463800
-11.56972,-34.416042,Chest,463802
-53.51199,-24.565098,St. John,463805
-40.985615,-6.867772,Trumpeter,463807
-40.665375,-23.753988,"The Virgin and Child, Saint Anne, and Saint Emerentia",463810
-36.217007,-28.574324,Death of the Virgin,463813
-44.28814,-22.648903,Meeting of Saints Joachim and Anne at the Golden Gate,463816
-42.691456,-25.011745,Apostles in Prayer,463817
-43.29292,-23.905651,"Virgin, Saint John, and Three Holy Women from a Crucifixion",463818
-40.395718,-27.128906,Descent from the Cross,463819
-43.33135,-23.658947,Descent from the Cross,463820
-38.890663,-28.916677,Christ among the Doctors,463821
-39.983257,-25.864988,Three Soldiers,463822
-36.65757,-26.41315,The Entombment of Christ,463824
-40.14345,-24.8668,The Entombment,463825
-39.11577,-25.18919,Saint Anne with the Virgin and Child,463826
-47.255108,-23.606833,Virgin of the Annunciation,463827
-41.373837,-22.896183,St. Augustine (or St. Ambrose) and St. Jerome,463828
-51.952415,-18.972052,The Savior,463829
-49.929432,-18.846344,Saint Peter,463830
-50.82624,-18.722435,Saint Paul,463831
-51.17933,-19.388424,St. James the Great,463832
-9.402706,-38.778625,Triple Choir Stall with Canopy,463833
-50.975983,-20.344591,"Saint John, Apostle and Evangelist",463834
-50.458427,-19.182936,Saint Thomas,463835
-50.636536,-20.311735,St. James the Less,463836
-51.294865,-19.588713,Saint Phillip,463837
-50.80488,-20.254885,Saint Simon,463838
-50.17737,-19.860708,Saint Matthias (?),463839
-50.15582,-18.623251,Saint Matthew (?),463840
-51.82157,-19.620598,Saint Andrew (?),463841
-9.67351,-39.13513,Armoire,463844
-7.8255243,-18.938747,The Crown of Thorns with the Lamentation or Pietà,463855
-34.356136,-21.010466,Judas Entering the Garden of Gethsemane to Betray Christ,463862
-36.803738,-26.229492,Entombment,463865
-46.666546,-20.600103,Virgin Supported by Saint John,463867
-39.436657,-25.431156,Virgin Fainting at the Cross,463868
-39.519917,-25.538916,Pietà,463869
-27.996552,-8.170126,Corbel with Angels,463870
-27.986357,-8.173235,Corbel with Angels,463871
-51.98502,-21.977179,Saint Anne with Virgin and Child,463872
-48.33651,-19.16598,Sainted Abbot,463880
-44.185085,-19.511374,Two Women,463884
-25.675497,-35.00089,"Funerary Relief from the Tomb of Milon de Donzy (d. 1337-38), dean of the Cathedral of Nevers",463885
